-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/1981 through 05/14/2026 in LST
Location: latitude  23.8103   longitude 90.4125 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 10.06 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M             MERRA-2 Temperature at 2 Meters (C) 
T2M_MAX         MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN         MERRA-2 Temperature at 2 Meters Minimum (C) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
WS2M            MERRA-2 Wind Speed at 2 Meters (m/s) 
-END HEADER-
YEAR,MO,DY,T2M,T2M_MAX,T2M_MIN,RH2M,PRECTOTCORR,WS2M
2017,1,4,19.21,25.97,14.04,79.25,0.0,1.78
2017,1,5,18.28,25.76,12.77,74.29,0.0,1.68
2017,1,6,17.46,25.43,11.76,70.49,0.0,1.57
2017,1,7,17.55,25.29,11.39,69.23,0.0,1.39
2017,1,8,17.78,25.99,11.33,68.05,0.0,1.59
2017,1,9,18.54,26.0,12.75,67.19,0.0,1.34
2017,1,10,18.62,26.48,13.16,71.42,0.0,1.62
2017,1,11,17.86,24.64,12.5,77.63,0.02,1.75
2017,1,12,16.88,24.08,11.46,69.4,0.01,2.11
2017,1,13,14.82,23.22,8.77,58.9,0.0,2.16
2017,1,14,13.52,21.99,6.82,59.0,3.08,1.78
2017,1,15,14.36,23.36,7.16,65.97,0.0,1.83
2017,1,16,15.56,24.6,8.61,64.71,0.0,1.85
2017,1,17,16.79,24.77,10.85,56.96,0.0,1.3
2017,1,18,17.33,25.58,10.89,62.07,0.0,1.64
2017,1,19,17.86,26.91,11.15,66.62,0.0,1.81
2017,1,20,17.82,26.86,10.83,62.55,0.0,1.74
2017,1,21,17.73,26.14,11.16,59.76,0.0,1.58
2017,1,22,17.78,26.85,10.72,64.98,0.0,1.79
2017,1,23,17.94,26.18,11.19,61.55,0.0,1.63
2017,1,24,19.26,27.04,13.02,57.69,0.0,1.34
2017,1,25,20.92,27.87,14.04,55.61,0.0,0.84
2017,1,26,22.03,28.36,15.55,52.37,0.0,0.62
2017,1,27,22.0,28.85,15.78,57.77,0.0,1.03
2017,1,28,21.12,28.2,15.18,66.38,0.0,1.55
2017,1,29,18.97,26.46,12.54,66.84,0.0,1.77
2017,1,30,19.07,26.75,12.78,62.58,0.0,1.6
2017,1,31,20.18,26.64,14.56,54.47,0.0,1.11
2017,2,1,19.82,27.6,13.52,55.49,0.0,1.19
2017,2,2,18.77,27.09,12.41,58.94,0.0,1.9
2017,2,3,18.69,26.0,12.61,59.48,0.0,1.48
2017,2,4,20.15,28.47,12.36,58.79,0.0,1.21
2017,2,5,22.0,30.5,16.44,51.62,0.0,0.88
2017,2,6,21.68,29.97,14.57,59.61,0.0,1.13
2017,2,7,22.21,29.87,15.16,54.37,0.0,1.52
2017,2,8,21.35,29.07,14.55,50.46,0.0,1.48
2017,2,9,21.08,29.34,14.43,43.31,0.0,1.37
2017,2,10,21.97,29.64,14.38,43.61,0.0,1.08
2017,2,11,22.7,29.55,16.13,47.25,0.0,1.0
2017,2,12,22.13,30.19,15.45,51.11,0.0,1.42
2017,2,13,22.2,29.85,15.29,52.89,0.0,1.35
2017,2,14,23.37,30.55,17.48,53.32,0.0,1.31
2017,2,15,22.99,30.25,17.62,51.03,0.0,1.57
2017,2,16,22.63,30.59,16.63,49.99,0.0,1.32
2017,2,17,23.03,30.81,15.86,45.82,0.0,0.9
2017,2,18,23.84,31.56,17.58,46.89,0.0,0.92
2017,2,19,24.03,30.95,18.3,49.12,0.0,1.18
2017,2,20,24.23,30.39,18.22,65.64,0.29,2.59
2017,2,21,25.23,32.14,20.21,74.64,2.23,4.26
2017,2,22,25.97,33.45,20.51,71.31,2.27,4.09
2017,2,23,25.24,31.13,20.54,69.39,10.06,2.17
2017,2,24,23.41,31.3,15.34,39.79,0.01,1.43
2017,2,25,22.29,29.79,14.7,34.58,0.14,1.33
2017,2,26,23.03,30.59,15.28,31.07,0.0,1.06
2017,2,27,23.03,31.27,15.66,38.79,0.0,1.32
2017,2,28,23.6,31.7,16.1,39.47,0.0,1.24
2017,3,1,24.89,32.59,16.27,34.3,0.0,0.95
2017,3,2,25.1,34.49,17.05,41.9,0.0,1.91
2017,3,3,25.77,34.91,17.75,55.99,0.0,2.38
2017,3,4,25.62,33.88,18.67,58.61,0.0,2.4
2017,3,5,25.66,33.35,19.49,68.19,9.34,2.93
2017,3,6,24.89,31.54,20.04,72.93,19.58,1.81
2017,3,7,25.31,31.04,19.21,64.69,20.38,0.92
2017,3,8,25.29,31.39,19.57,56.88,2.3,1.45
2017,3,9,23.98,29.39,18.98,73.56,7.24,1.49
2017,3,10,25.35,31.38,20.0,75.2,6.34,2.16
2017,3,11,24.91,29.0,22.34,88.41,60.03,2.8
2017,3,12,23.57,29.06,19.5,69.06,5.16,1.8
2017,3,13,22.69,29.0,15.02,47.37,0.0,1.56
2017,3,14,23.02,29.82,16.29,38.69,0.0,1.14
2017,3,15,23.09,29.22,16.5,40.74,0.0,0.99
2017,3,16,23.53,30.11,16.8,38.39,0.0,1.13
2017,3,17,23.15,30.85,16.84,47.29,0.0,1.58
2017,3,18,23.46,30.54,17.22,74.61,7.66,1.97
2017,3,19,24.68,31.17,17.94,61.6,2.37,1.25
2017,3,20,21.2,25.61,18.02,74.41,6.95,1.76
2017,3,21,23.37,29.33,17.3,65.22,1.31,0.89
2017,3,22,24.64,30.73,18.29,63.96,0.25,1.28
2017,3,23,25.66,31.64,19.47,69.24,0.0,1.35
2017,3,24,26.79,33.53,20.65,71.33,0.01,2.53
2017,3,25,25.83,31.05,22.07,83.45,37.51,2.33
2017,3,26,26.02,31.32,21.18,79.03,5.55,1.24
2017,3,27,27.23,33.09,22.15,76.72,0.06,2.25
2017,3,28,27.19,32.46,23.08,80.21,2.91,2.92
2017,3,29,26.85,31.54,23.37,83.42,22.52,3.76
2017,3,30,27.83,34.13,23.78,81.38,9.53,4.5
2017,3,31,27.62,32.89,24.1,82.7,8.76,3.71
2017,4,1,27.43,33.4,23.75,81.52,8.31,3.93
2017,4,2,27.36,33.57,23.35,81.33,5.97,4.84
2017,4,3,27.17,32.44,23.99,83.56,10.96,4.81
2017,4,4,27.03,32.05,23.55,83.89,11.58,3.71
2017,4,5,26.48,30.63,23.59,85.89,24.05,2.9
2017,4,6,26.83,31.38,22.49,84.18,22.39,1.47
2017,4,7,27.92,32.77,23.54,83.76,3.46,2.45
2017,4,8,28.31,32.7,24.45,83.13,1.09,2.48
2017,4,9,28.74,34.53,23.99,78.18,2.2,2.4
2017,4,10,28.16,34.1,23.45,74.23,0.27,2.4
2017,4,11,27.77,34.56,22.39,69.63,0.25,1.8
2017,4,12,27.53,33.85,21.56,70.08,0.0,1.18
2017,4,13,27.96,34.57,22.27,69.7,0.0,1.36
2017,4,14,27.69,34.55,21.84,67.84,0.0,1.66
2017,4,15,27.06,33.57,21.14,76.58,0.35,2.81
2017,4,16,26.11,30.27,22.7,83.52,42.86,1.34
2017,4,17,26.83,32.51,20.04,70.46,0.86,1.25
2017,4,18,27.76,33.12,22.56,77.28,0.04,2.37
2017,4,19,27.51,30.86,24.75,87.09,55.14,3.71
2017,4,20,27.1,30.28,25.1,88.95,60.91,3.23
2017,4,21,26.14,28.01,24.57,93.79,60.67,3.34
2017,4,22,26.37,29.11,24.81,92.22,69.36,3.73
2017,4,23,27.11,30.27,24.64,89.46,50.57,2.64
2017,4,24,27.3,30.5,24.62,89.92,35.61,3.71
2017,4,25,28.04,31.73,25.28,90.28,35.88,4.09
2017,4,26,27.98,30.97,25.75,90.7,16.76,4.04
2017,4,27,27.17,30.21,24.99,90.57,13.1,3.01
2017,4,28,26.73,30.01,24.08,89.48,0.9,2.22
2017,4,29,27.4,31.41,23.77,88.55,6.0,2.49
2017,4,30,27.43,30.92,24.16,88.97,7.18,2.38
2017,5,1,26.67,28.81,24.52,90.09,19.07,1.65
2017,5,2,27.3,30.85,23.94,81.21,44.16,0.96
2017,5,3,27.79,31.64,23.12,81.93,6.44,1.35
2017,5,4,27.98,32.1,23.99,84.21,3.52,1.44
2017,5,5,27.92,32.23,24.3,86.28,1.14,2.56
2017,5,6,27.83,31.3,24.82,88.25,3.32,2.75
2017,5,7,27.32,30.66,24.57,88.85,7.27,2.47
2017,5,8,27.95,31.75,24.94,86.6,7.33,1.87
2017,5,9,27.02,30.34,24.66,88.15,4.42,1.33
2017,5,10,26.98,29.61,24.01,82.63,5.86,1.04
2017,5,11,28.36,32.43,24.04,81.41,2.12,1.52
2017,5,12,29.29,32.97,24.8,77.43,1.25,0.87
2017,5,13,29.02,32.57,25.19,81.53,3.73,1.51
2017,5,14,28.74,32.53,25.36,85.82,24.48,1.72
2017,5,15,28.68,32.0,25.92,89.26,22.45,2.53
2017,5,16,28.23,30.66,26.05,88.53,53.27,1.95
2017,5,17,28.71,31.79,25.73,86.7,23.0,1.32
2017,5,18,28.98,32.29,25.85,86.82,8.03,1.67
2017,5,19,29.16,32.02,26.93,89.9,24.77,2.02
2017,5,20,29.14,32.32,26.54,88.43,15.7,2.3
2017,5,21,29.03,31.99,26.5,89.34,10.12,2.09
2017,5,22,29.02,32.11,26.25,88.01,3.07,2.12
2017,5,23,29.4,32.4,26.51,87.19,5.59,1.81
2017,5,24,29.38,32.26,27.05,88.34,6.97,1.95
2017,5,25,29.49,32.62,26.62,87.17,1.77,1.9
2017,5,26,29.95,33.16,26.2,79.77,3.71,1.11
2017,5,27,29.9,32.95,26.24,79.68,8.11,0.98
2017,5,28,29.64,32.26,26.63,81.71,4.03,0.98
2017,5,29,29.25,32.65,26.41,81.2,4.48,1.05
2017,5,30,27.21,29.89,25.28,92.67,28.41,5.42
2017,5,31,27.8,30.31,24.68,90.6,31.47,2.71
2017,6,1,28.43,29.84,26.96,93.19,51.84,3.59
2017,6,2,28.62,30.93,27.13,91.18,26.86,3.85
2017,6,3,29.05,31.85,26.66,91.74,36.37,3.81
2017,6,4,29.04,31.54,27.43,92.67,26.0,3.3
2017,6,5,28.44,30.6,26.93,93.31,16.3,2.94
2017,6,6,28.9,31.73,26.34,90.0,10.52,1.44
2017,6,7,29.26,31.65,26.93,87.16,1.31,1.12
2017,6,8,29.36,32.29,26.92,86.07,8.32,1.38
2017,6,9,28.49,30.95,26.71,90.72,2.72,1.57
2017,6,10,28.46,30.86,26.02,87.72,5.52,1.25
2017,6,11,27.76,29.02,26.38,93.82,53.18,3.25
2017,6,12,27.36,29.11,26.25,94.04,82.34,4.33
2017,6,13,28.32,30.61,26.18,94.66,24.07,3.22
2017,6,14,28.37,31.22,26.79,89.79,20.14,1.87
2017,6,15,27.63,29.95,26.14,91.92,17.48,3.91
2017,6,16,27.54,29.9,25.78,91.99,66.06,3.82
2017,6,17,28.3,30.62,26.42,91.35,48.76,3.46
2017,6,18,28.52,30.83,26.53,93.64,40.75,3.76
2017,6,19,28.01,29.46,27.05,95.77,49.41,3.73
2017,6,20,27.49,29.17,26.41,93.03,32.51,2.12
2017,6,21,27.84,30.31,25.82,90.59,12.01,1.85
2017,6,22,28.23,30.78,26.13,91.58,19.85,2.21
2017,6,23,28.38,31.35,26.42,88.72,10.93,1.71
2017,6,24,28.59,31.78,25.88,89.85,4.43,2.3
2017,6,25,28.4,31.57,25.88,90.34,3.63,2.82
2017,6,26,28.63,31.58,26.24,90.23,6.28,2.69
2017,6,27,27.65,29.64,25.99,92.43,0.67,2.46
2017,6,28,28.44,30.99,26.19,91.56,4.78,2.83
2017,6,29,28.34,30.76,26.57,92.42,6.16,2.47
2017,6,30,28.1,29.59,26.53,93.91,11.49,2.97
2017,7,1,28.21,30.17,27.08,93.52,23.15,3.39
2017,7,2,28.93,31.78,26.88,90.45,22.78,3.37
2017,7,3,28.34,30.7,26.76,92.92,58.35,3.44
2017,7,4,28.12,29.63,26.66,93.46,34.25,3.22
2017,7,5,28.57,31.04,26.67,91.4,13.06,3.37
2017,7,6,28.76,31.86,26.45,89.34,4.86,3.23
2017,7,7,28.55,31.12,26.86,89.34,5.92,2.66
2017,7,8,27.98,30.27,26.28,92.24,4.97,3.06
2017,7,9,28.25,30.73,26.24,91.64,8.23,3.18
2017,7,10,28.11,30.98,26.26,92.24,20.29,3.29
2017,7,11,27.64,29.4,26.37,94.38,31.42,2.55
2017,7,12,27.57,29.85,25.84,92.09,40.55,2.41
2017,7,13,27.4,29.75,25.35,92.38,12.98,2.32
2017,7,14,27.73,30.4,25.59,91.68,10.42,2.34
2017,7,15,28.46,31.64,25.45,88.22,1.92,1.83
2017,7,16,27.78,29.72,25.77,91.28,1.9,1.43
2017,7,17,29.39,32.1,26.13,85.06,6.82,1.15
2017,7,18,29.06,31.85,26.87,89.4,6.32,1.6
2017,7,19,27.69,29.54,26.27,93.59,27.66,3.92
2017,7,20,27.46,29.15,26.11,94.32,94.7,3.23
2017,7,21,28.41,31.41,25.98,91.76,53.37,3.14
2017,7,22,28.18,30.38,26.8,91.57,4.63,2.2
2017,7,23,27.72,29.39,26.14,92.22,24.65,4.36
2017,7,24,27.04,28.82,25.71,93.91,49.67,5.07
2017,7,25,26.96,28.68,25.91,93.38,101.75,4.29
2017,7,26,27.53,29.97,25.44,90.55,47.12,2.35
2017,7,27,27.96,30.59,25.48,89.81,8.77,1.8
2017,7,28,28.76,31.51,25.96,88.35,9.34,1.6
2017,7,29,28.2,29.91,26.72,92.21,4.4,1.31
2017,7,30,28.59,31.63,25.96,88.71,15.1,1.84
2017,7,31,29.14,32.43,26.05,87.39,8.84,1.81
2017,8,1,28.46,30.4,26.99,91.27,2.05,2.38
2017,8,2,28.67,31.5,26.59,89.9,21.88,1.93
2017,8,3,29.26,32.31,26.82,88.66,77.76,1.68
2017,8,4,29.25,31.1,27.07,88.59,29.06,1.06
2017,8,5,28.88,31.48,27.16,91.08,15.7,2.13
2017,8,6,28.55,31.29,26.73,89.47,14.44,2.3
2017,8,7,28.48,31.64,26.23,90.03,18.35,2.84
2017,8,8,28.58,32.14,26.01,90.84,18.62,2.85
2017,8,9,28.26,30.27,26.6,91.41,18.34,3.11
2017,8,10,28.32,30.55,26.56,92.71,31.81,4.2
2017,8,11,27.98,29.41,26.51,94.25,106.89,3.86
2017,8,12,27.82,28.79,26.98,95.35,118.92,3.68
2017,8,13,27.36,29.11,25.95,92.11,47.9,2.62
2017,8,14,28.22,30.86,26.01,90.36,21.55,2.04
2017,8,15,28.47,31.06,26.57,90.86,56.21,2.21
2017,8,16,28.1,30.51,26.41,92.52,35.0,2.5
2017,8,17,28.34,31.6,25.89,90.19,7.31,2.8
2017,8,18,28.09,31.04,25.78,91.0,10.14,2.42
2017,8,19,28.15,31.58,25.51,89.57,5.18,2.17
2017,8,20,28.13,31.15,25.7,88.54,4.52,1.69
2017,8,21,29.11,32.49,25.58,83.57,4.42,1.09
2017,8,22,28.46,31.09,25.94,86.75,31.62,0.99
2017,8,23,28.35,30.79,25.99,86.73,46.7,1.16
2017,8,24,27.83,29.89,26.44,91.12,33.47,1.56
2017,8,25,28.35,31.18,26.22,89.82,10.91,1.62
2017,8,26,27.81,29.7,26.12,92.98,20.16,1.97
2017,8,27,28.18,31.34,25.78,89.96,19.19,2.49
2017,8,28,27.61,30.34,25.83,92.01,14.31,1.97
2017,8,29,27.91,31.1,25.39,91.59,8.89,2.14
2017,8,30,28.16,30.36,25.98,89.68,9.13,1.2
2017,8,31,28.01,30.43,26.09,90.77,19.78,1.69
2017,9,1,27.71,29.51,25.92,94.3,30.18,2.36
2017,9,2,27.97,30.46,25.99,91.11,19.24,2.22
2017,9,3,28.05,30.84,26.09,91.12,18.62,2.18
2017,9,4,27.85,30.17,26.16,91.61,5.21,1.78
2017,9,5,27.87,29.91,26.1,92.15,9.75,1.79
2017,9,6,28.26,31.18,25.45,88.43,8.63,1.08
2017,9,7,27.84,30.37,25.93,91.55,18.31,1.65
2017,9,8,27.95,31.0,25.24,90.13,13.2,2.17
2017,9,9,27.36,29.5,25.92,90.39,6.52,2.38
2017,9,10,27.24,28.77,25.88,93.93,73.46,2.91
2017,9,11,27.6,30.32,25.05,91.04,39.22,1.79
2017,9,12,27.52,30.04,25.35,90.13,18.97,1.33
2017,9,13,28.0,30.93,25.52,89.35,5.94,1.61
2017,9,14,28.16,31.06,25.35,87.98,11.72,1.45
2017,9,15,28.88,32.17,25.38,84.07,5.27,0.89
2017,9,16,29.79,32.87,26.6,80.95,3.92,0.75
2017,9,17,29.03,31.82,26.91,90.05,7.38,1.39
2017,9,18,27.23,28.86,25.52,93.49,21.73,2.33
2017,9,19,27.66,29.74,26.16,92.67,41.0,2.51
2017,9,20,27.97,30.62,26.06,93.24,21.96,2.03
2017,9,21,28.18,30.75,25.93,91.43,5.34,1.76
2017,9,22,28.09,30.41,26.2,90.0,8.24,1.23
2017,9,23,28.78,32.22,26.07,88.43,2.74,1.16
2017,9,24,29.47,33.26,26.32,83.28,0.54,0.81
2017,9,25,29.24,32.52,25.81,84.79,4.73,0.84
2017,9,26,29.28,32.43,26.34,85.11,2.24,0.88
2017,9,27,28.34,31.02,26.84,86.8,7.85,0.85
2017,9,28,27.91,31.05,26.01,88.71,37.89,0.9
2017,9,29,27.02,29.12,25.42,92.91,41.03,2.66
2017,9,30,27.33,29.48,25.72,93.77,51.05,1.83
2017,10,1,27.26,29.14,25.68,89.41,19.17,0.9
2017,10,2,27.42,30.7,24.84,89.65,10.55,1.34
2017,10,3,27.76,30.84,25.01,85.67,3.56,0.81
2017,10,4,28.11,30.91,25.38,83.85,0.55,0.53
2017,10,5,28.62,32.41,25.71,86.16,0.07,1.12
2017,10,6,28.39,31.44,25.82,87.07,3.75,0.88
2017,10,7,26.89,28.68,25.36,93.9,15.0,1.48
2017,10,8,26.32,28.63,24.8,92.84,9.43,2.08
2017,10,9,26.56,28.7,24.62,92.08,13.53,2.13
2017,10,10,27.62,31.33,24.31,85.97,1.45,1.28
2017,10,11,28.1,31.99,25.04,85.14,0.07,1.03
2017,10,12,28.11,31.66,24.75,87.44,0.16,1.42
2017,10,13,27.6,30.59,25.26,89.82,2.38,1.96
2017,10,14,27.61,30.58,25.17,89.74,1.29,1.69
2017,10,15,28.56,31.86,25.45,81.47,26.94,0.99
2017,10,16,27.88,31.47,24.62,77.12,1.71,1.06
2017,10,17,27.73,32.73,22.56,80.69,1.13,1.06
2017,10,18,27.59,30.56,25.14,89.27,11.87,1.36
2017,10,19,26.39,28.27,25.22,92.61,16.56,1.69
2017,10,20,25.91,27.32,24.81,95.46,113.22,3.34
2017,10,21,25.87,27.47,23.7,95.32,139.6,5.86
2017,10,22,24.75,28.49,21.7,88.45,10.54,2.56
2017,10,23,25.34,29.66,21.62,86.05,1.69,1.4
2017,10,24,25.32,29.63,21.1,86.73,0.05,1.2
2017,10,25,25.9,30.2,22.42,79.29,0.13,0.78
2017,10,26,24.6,29.43,19.97,76.68,0.03,1.28
2017,10,27,23.79,28.36,18.88,75.25,0.0,1.09
2017,10,28,24.1,28.65,19.3,72.59,0.0,1.0
2017,10,29,23.72,28.44,19.23,73.77,0.76,0.89
2017,10,30,22.99,26.45,20.37,88.8,5.2,1.31
2017,10,31,22.76,26.53,18.8,84.15,1.08,1.06
2017,11,1,22.96,27.17,18.4,81.65,0.03,1.06
2017,11,2,23.75,28.72,18.6,78.15,0.0,1.0
2017,11,3,23.94,28.81,18.78,80.16,0.0,1.13
2017,11,4,24.54,29.66,19.35,83.32,0.0,1.34
2017,11,5,24.34,29.24,20.06,83.31,0.0,1.38
2017,11,6,24.35,29.36,19.63,81.03,0.0,1.17
2017,11,7,24.46,29.0,19.45,78.35,0.0,1.03
2017,11,8,24.26,28.86,18.65,74.14,0.13,0.85
2017,11,9,24.3,29.12,18.87,69.09,0.0,0.67
2017,11,10,23.17,28.11,17.73,75.88,0.0,1.08
2017,11,11,23.31,29.17,17.78,76.69,0.0,1.07
2017,11,12,22.89,28.62,17.45,81.08,0.0,1.32
2017,11,13,23.15,28.6,18.13,80.97,0.0,1.03
2017,11,14,23.24,27.51,18.2,81.67,0.0,0.94
2017,11,15,22.52,25.45,20.26,92.43,4.01,1.39
2017,11,16,22.01,24.62,19.73,91.72,5.97,2.01
2017,11,17,23.95,27.93,20.83,87.77,2.47,1.4
2017,11,18,24.93,29.21,21.36,85.33,6.02,0.88
2017,11,19,24.3,28.73,20.98,87.05,0.06,1.32
2017,11,20,23.31,28.41,18.87,84.9,0.0,1.48
2017,11,21,21.91,27.18,18.01,85.38,0.0,1.56
2017,11,22,19.74,26.32,14.76,78.84,0.0,1.54
2017,11,23,18.6,25.45,13.28,78.14,0.0,1.67
2017,11,24,18.44,24.56,13.65,84.04,0.0,1.83
2017,11,25,18.71,25.64,12.99,76.79,0.0,1.39
2017,11,26,19.02,25.44,13.47,82.21,0.0,1.39
2017,11,27,19.66,25.46,14.7,81.75,0.0,1.12
2017,11,28,19.78,25.05,15.59,71.58,0.0,0.83
2017,11,29,19.59,24.65,14.5,78.97,0.0,1.15
2017,11,30,19.46,25.06,15.01,79.23,0.0,1.11
2017,12,1,19.92,25.5,14.81,77.24,0.0,0.91
2017,12,2,20.76,25.91,15.1,75.27,0.0,0.85
2017,12,3,20.18,24.82,15.04,74.3,0.0,0.91
2017,12,4,20.11,25.11,14.77,75.74,0.0,0.87
2017,12,5,20.56,25.83,15.37,73.12,0.0,0.64
2017,12,6,20.05,24.92,14.3,74.79,0.0,0.72
2017,12,7,20.91,25.91,14.72,73.55,0.0,0.83
2017,12,8,19.53,22.31,17.6,87.0,2.69,1.0
2017,12,9,20.28,24.15,17.49,93.01,21.2,1.03
2017,12,10,22.75,26.41,19.77,92.41,49.43,1.88
2017,12,11,22.83,26.42,19.81,93.11,53.85,1.98
2017,12,12,22.31,26.42,18.49,85.94,2.59,1.15
2017,12,13,22.34,26.32,18.31,80.62,0.0,0.72
2017,12,14,21.07,25.95,17.51,80.05,0.0,0.97
2017,12,15,19.46,24.67,15.7,78.22,0.0,1.11
2017,12,16,18.46,24.67,13.35,77.35,0.0,1.08
2017,12,17,18.51,24.03,13.72,83.82,0.0,1.0
2017,12,18,18.89,23.74,14.2,84.44,0.0,0.95
2017,12,19,19.04,23.83,13.9,84.25,0.0,0.95
2017,12,20,20.25,24.93,15.62,84.67,0.0,0.64
2017,12,21,20.37,25.48,17.3,85.99,0.0,0.87
2017,12,22,20.11,24.44,15.39,79.74,0.0,0.79
2017,12,23,19.72,24.39,15.81,80.9,0.0,1.13
2017,12,24,18.82,24.67,13.94,85.04,0.0,1.24
2017,12,25,19.26,24.58,14.15,84.53,0.0,1.07
2017,12,26,19.44,24.69,15.96,87.69,0.0,1.6
2017,12,27,18.25,24.32,13.14,85.24,0.0,1.82
2017,12,28,18.71,25.17,13.34,85.32,0.0,1.19
2017,12,29,19.45,24.86,14.49,84.85,0.0,0.98
2017,12,30,19.74,25.99,13.96,77.63,0.0,0.99
2017,12,31,19.46,25.8,14.57,77.37,0.0,1.04
2018,1,1,19.39,24.64,14.64,80.38,0.0,0.85
2018,1,2,18.29,23.37,15.61,86.89,0.47,1.21
2018,1,3,16.17,22.7,12.01,82.77,1.42,2.01
2018,1,4,13.9,20.52,8.46,78.49,3.58,1.42
2018,1,5,14.41,21.6,8.63,83.61,0.0,1.74
2018,1,6,13.68,21.18,8.42,77.75,0.0,1.67
2018,1,7,12.56,19.56,7.53,72.53,0.0,1.53
2018,1,8,12.49,18.93,7.32,68.17,0.0,1.29
2018,1,9,12.84,19.47,7.45,71.56,0.0,1.14
2018,1,10,12.98,19.65,6.54,73.76,0.0,1.28
2018,1,11,12.84,19.71,7.52,76.64,0.0,1.14
2018,1,12,14.02,20.78,8.82,77.67,0.0,1.11
2018,1,13,15.13,21.31,10.27,78.1,0.0,0.68
2018,1,14,14.98,21.29,10.04,86.34,0.0,1.34
2018,1,15,14.98,21.45,9.64,82.23,0.0,1.57
2018,1,16,15.66,22.16,10.7,77.41,0.0,1.46
2018,1,17,16.1,23.43,10.77,77.95,0.0,1.31
2018,1,18,16.59,24.04,11.37,77.11,0.0,1.3
2018,1,19,15.95,23.36,10.6,74.66,0.0,1.41
2018,1,20,15.7,22.34,10.03,64.39,0.0,1.17
2018,1,21,15.91,22.96,11.11,70.46,0.0,1.24
2018,1,22,15.92,23.47,9.95,73.86,0.0,1.24
2018,1,23,16.55,23.34,10.95,71.13,0.0,1.41
2018,1,24,17.28,23.65,12.24,66.41,0.0,1.06
2018,1,25,17.98,24.58,13.22,69.93,0.0,1.08
2018,1,26,16.41,23.6,10.26,69.68,0.0,1.56
2018,1,27,15.65,21.84,11.41,68.37,0.0,1.28
2018,1,28,15.0,21.3,9.28,62.6,0.0,1.4
2018,1,29,15.44,21.66,10.04,59.64,0.0,1.15
2018,1,30,16.39,22.25,10.06,59.69,0.0,1.04
2018,1,31,15.95,22.93,9.44,72.04,0.0,1.38
2018,2,1,18.07,24.07,11.46,72.17,0.0,0.93
2018,2,2,19.51,24.33,13.77,67.93,0.0,0.79
2018,2,3,19.57,24.99,13.21,72.97,0.0,1.08
2018,2,4,19.75,26.29,13.35,74.72,0.0,1.77
2018,2,5,20.26,26.27,14.68,80.3,0.0,1.54
2018,2,6,20.32,26.38,15.24,75.14,0.0,1.37
2018,2,7,19.99,26.73,14.18,66.19,0.0,1.53
2018,2,8,20.2,26.23,16.13,67.69,0.0,1.63
2018,2,9,20.48,27.35,14.19,68.02,0.01,1.63
2018,2,10,20.54,26.76,16.35,69.09,0.51,1.16
2018,2,11,19.52,26.77,14.27,56.4,0.02,1.37
2018,2,12,19.58,27.8,13.54,56.5,0.0,1.38
2018,2,13,20.34,29.01,13.21,64.81,0.0,1.69
2018,2,14,20.61,27.64,15.1,70.89,0.0,1.71
2018,2,15,20.72,27.3,16.55,62.97,0.0,1.36
2018,2,16,19.12,27.27,12.44,60.26,0.0,1.77
2018,2,17,20.17,27.27,13.74,54.75,0.0,1.2
2018,2,18,22.19,27.85,15.64,51.19,0.0,0.71
2018,2,19,22.55,28.61,15.29,55.33,0.0,0.99
2018,2,20,22.61,28.91,15.66,61.75,0.0,0.96
2018,2,21,22.96,29.62,16.72,61.99,0.0,1.03
2018,2,22,23.03,29.64,16.12,59.64,0.0,1.04
2018,2,23,24.22,31.05,17.83,59.39,0.01,1.41
2018,2,24,24.57,31.77,18.51,66.35,0.89,1.29
2018,2,25,24.53,32.36,17.6,68.58,0.2,1.49
2018,2,26,23.91,30.53,19.0,70.4,19.59,1.32
2018,2,27,23.93,30.05,18.3,71.07,7.69,0.86
2018,2,28,24.02,30.17,18.1,68.62,0.65,1.1
2018,3,1,24.53,30.55,19.08,61.64,0.0,1.32
2018,3,2,25.16,31.18,18.49,59.22,0.0,1.16
2018,3,3,25.25,32.88,18.27,63.01,0.0,2.48
2018,3,4,25.84,33.63,19.16,70.94,0.0,2.44
2018,3,5,26.27,33.12,19.83,66.46,0.0,1.51
2018,3,6,26.13,33.64,19.95,50.85,0.0,1.59
2018,3,7,25.29,32.59,18.64,45.2,0.0,1.35
2018,3,8,23.76,31.91,15.24,48.16,0.0,1.58
2018,3,9,24.45,32.45,18.19,50.17,0.0,1.59
2018,3,10,25.43,32.66,18.97,42.39,0.0,1.04
2018,3,11,25.38,33.14,17.28,44.23,0.0,1.24
2018,3,12,25.6,34.0,17.57,58.02,0.0,1.79
2018,3,13,26.01,33.74,19.84,61.52,0.01,1.43
2018,3,14,25.78,33.21,18.92,67.63,0.0,1.4
2018,3,15,26.52,34.21,20.1,67.55,0.01,1.97
2018,3,16,26.55,33.4,21.0,67.86,0.3,2.69
2018,3,17,27.38,34.62,21.17,64.56,0.42,1.88
